id,text,Open AI Classfier,GPT Zero (perplexity),GPT Zero (burstiness),DetectGPT (z score),GPT Zero ,DetectGPT,
41801530,"an American actor, director and writer. He is known for his roles as Puck in the Broadway production of ""A Midsummer Night's Dream"" and as DCI John Luther in the British television series ""Luther"".

Loring was born in Boston, Massachusetts. His parents, Karen (nÃ©e Greer) and Ken Loring, are both actors. He has two sisters, actress Lysa Loring and writer/director Rebecca Loring. 

Loring attended Tufts University, where he studied theater arts. After graduating in 1997, he moved to New York City to pursue an acting career. 

Loring's first role was in the Off-Broadway production of ""The Normal Heart"". He made his Broadway debut in the role of Puck in the 1998 production of ""A Midsummer Night's Dream"", which won him a Theatre World Award nomination. He also appeared in the 1998 off-Broadway revival of ""The Glass Menagerie"" and in the 2002 Broadway production of ""The Merchant of Venice"".

In 2003, Loring starred as DCI John Luther on the BBC series ""Luther"", for which he was nominated for a",,,,,,,
17602218,"is an American singer, songwriter, record producer and musician. Carey is best known as the lead vocalist and frontman for the rock band Third Eye Blind. Carey has also released two solo albums, self-titled in 2006 and The Future's Bright in 2009. He has also worked as a producer and songwriter for various artists. Carey was born in Tacoma, Washington to parents who were both teachers. He grew up in a musical family, with his older brother Carlos being a music teacher and his uncle, Barry Goudreau of Widespread Panic, being a musician. Carey first became interested in music at a young age, when he began learning to play the guitar.

Carey started his career as the lead vocalist and frontman for Third Eye Blind, which he formed in 1997 with fellow students from the University of California, Santa Barbara. The band achieved commercial success with their debut album Blue (2000), which spawned the singles ""How's It Going to Be"" and ""Jumper"". Third Eye Blind went on to release three more albums before splitting up in 2006. In 2008, Carey released his first solo album, self-titled which featured guest appearances from John Mayer, Sheryl Crow and",,,,,,,
1914848,"in the family Psittacidae. They are found in the forests of Southeast Asia and Wallacea. They are typically small to medium-sized birds, with a length of about 25 cm, and a weight of about 4 g.

The genus contains six species: the white-headed blackbird, the rufous-headed blackbird, the blue-and-yellow oriole, the yellow-rumped warbler, the red-rumped warbler, and the green warbler.",,,,,,,
51385690,",000-year-old building in downtown Nuuk, Greenland. The structure has been the subject of speculation and debate by archaeologists and historians for decades.

The structure is a series of large blocks that are reminiscent of a megalithic monument. The blocks are arranged in a horseshoe-like formation, with an opening in the middle. Some experts have suggested that the structure could have been a ceremonial site or an astronomical observatory. Others have suggested that it was used as a storage facility or a place of refuge during times of crisis.

The Maniitsoq structure has never been conclusively proven to be anything other than a curiosity. However, its enigmatic nature has made it one of the most popular sites in downtown Nuuk.",,,,,,,
61275765,"1919 â€“ October 7, 2006) was an Israeli politician who served as a member of the Knesset for the Labor Party from 1965 until his death.

Born in Tel Aviv to a family of Russian Jewish immigrants, Frumkin worked as a clerk in a grocery store before becoming a textile salesman. He joined the kibbutz Sha'ar HaGolan in 1942 and became active in its agricultural work. He also served as its chairman from 1951 until 1954.

Frumkin was elected to the Knesset on the Labor Party ticket in 1965, and became Minister of Agriculture in Menachem Begin's first government. He retained his ministerial position when Yitzhak Rabin formed his second government, and was also appointed Deputy Minister of Defense.

Frumkin lost his seat in the 1977 elections, but regained it in 1981. He retired from politics in 1984, but returned to serve as chairman of the Labor Party's election campaign committee. He died at the age of 86.",,,,,,,
36289387,"television sitcom, written by Simon Nye and directed by Andy Hamilton. The series is produced by ITV Studios and stars Philip Glenister as Mark, a successful advertising executive who is bored with his life. He decides to take a year off to travel around the world, but finds that he has to start from scratch in order to achieve his dream. 

The show was first broadcast on ITV in the United Kingdom during the 2010-2011 television season. A U.S. version of the show was announced in May 2013, and premiered on Comedy Central in October of that year. A second series was commissioned and aired on ITV in the United Kingdom during the 2014-2015 television season.",,,,,,,
50942619,"February 1984) was an English cricketer. He played for Gloucestershire between 1918 and 1929, and captained the side in 1923. A right-handed batsman, he scored more than 3000 runs in a season on occasions, and took more than 100 wickets.

Borm was born at Cheltenham, Gloucestershire, and made his first-class debut for Gloucestershire against Surrey at The Oval in September 1918. He scored 51 in the first innings and 53 not out in the second, helping Gloucestershire to a draw. He played five further first-class matches for the county that season, scoring 102 runs at an average of 23.50 and taking 3 wickets at an average of 52.33.

In 1919, Borm played for the Marylebone Cricket Club (MCC) against an Australian team touring England. He made his first-class debut for MCC against Victoria at Lord's in May 1919, scoring 49 in the first innings and taking 2/24 in the second as MCC won by an innings and 159 runs. Borm played four further first-class matches for MCC that season, scoring 121 runs at",,,,,,,
53750982,"author, journalist, and professor.

Born in Winnipeg, Manitoba, Meanwell attended the University of Manitoba and the University of Toronto. He worked as a reporter for the ""Toronto Star"" and ""The Globe and Mail"" before becoming a professor at McMaster University in Hamilton, Ontario. Meanwell was a recipient of the Order of Canada and the Queen's Golden Jubilee Medal. He died in Toronto in 2005.",,,,,,,
3410871,"1987) is an American football running back for the Minnesota Vikings of the National Football League. He was drafted by the Vikings in the fifth round of the 2011 NFL Draft. He played college football at Stanford.

Gerhart attended Mayfair High School in Sacramento, California. Gerhart rushed for 3,896 yards and 42 touchdowns on 709 carries during his high school career. Gerhart was also a standout quarterback, throwing for 2,239 yards and 22 touchdowns.

Gerhart attended Stanford University, where he played for the Stanford Cardinal football team from 2007 to 2010. As a senior in 2010, Gerhart was a consensus first-team All-American and finished second in voting for the Heisman Trophy behind University of Oklahoma running back Sam Bradford. Gerhart led Stanford to a 13â€“1 record as a senior, including a Rose Bowl victory over Wisconsin.

Gerhart was drafted by the Minnesota Vikings with the 111th overall pick in the fifth round of the 2011 NFL Draft. On September 5, 2013, Gerhart became the first Viking to rush for 1,000 yards in four consecutive seasons when he ran for 102 yards against the Chicago Bears.",,,,,,,
53305437,"Punjab, Pakistan. It is located at 33Â° 55â€² N 73Â° 24â€² E. It has a population of around 100,000.

The town is one of the oldest in the Sheikhupura area and is said to have been founded by Raja Ajnian, a Muslim Rajput king of the 12th century. Ajnianwala is known for its rich agricultural production and its traditional silk weaving industry. The town is also home to a number of government-owned institutions, including a college and a hospital.",,,,,,,
49070678,"in 1987 in Frankfurt am Main. Their style is considered to be death metal.

Epitaph is a German heavy metal band formed in Frankfurt, Germany in 1987. The band is considered to be one of the pioneers of the death metal genre, and has released fifteen albums since their inception. The band's style is often cited as one of the reasons why death metal became popular in the early 1990s. Epitaph's earliest releases were in the ""black"" style of death metal, but later albums have been more ""death-thrash"" oriented.",,,,,,,
65954334,"â€“ 5 October 1862), courtesy name Zhaoming (), was a Chinese military general and statesman. He was the first president of the Republic of China, serving from 1911 to 1912.

Mianmin was born in 1797 in the town of Huai'an, Jiangsu province. He joined the army at an early age and rose through the ranks, becoming a general in 1841. In 1851, he participated in the suppression of the Taiping Rebellion and won distinction for his efforts.

In 1856, Mianmin was appointed governor of Sichuan province. He played a leading role in quelling the Taiping rebellion there and successfully defended Chengdu against a French invasion in 1860. In 1861, he was appointed commander-in-chief of the newly created Beiyang Army, which was later renamed the National Revolutionary Army. He played an important role in suppressing the Second Opium War (1856-1860).

In 1867, Mianmin was appointed president of the Imperial Council and minister of war. In 1872, he was made president of the National Assembly, a position he held until 1911. As president, Mianmin worked to strengthen the",,,,,,,
26963215,"commercial trade in furs, primarily beaver, in the North American Arctic and Pacific Oceans during the 18th, 19th and early 20th centuries. The maritime fur trade was the first sustained trans-continental trade in goods in history.

The maritime fur trade began in the late 17th century, when Hudson's Bay Company (HBC) traders began to explore northwest into what is now Canadian Arctic territory. In 1670, John Davis led a group of 60 HBC men on an overland expedition from Fort Prince of Wales on Hudson Bay to the Great Bear Lake. There they traded for otter pelts with the local Inuit. The following year, another group led by Simon Fraser crossed the Great Bear Lake ice barrier and began trading with the Tagish people on the lower Skeena River. By 1721, the Hudsons Bay Company had established trading posts along the coast of what is now British Columbia and Alaska.

In 1809, Alexander Mackenzie became the first European to reach the Pacific Ocean by travelling north from what is now Edmonton, Alberta. He explored parts of what is now British Columbia and Alaska before journeying down the Yukon River and into what is now",,,,,,,
1703418,"the French Navy in the early 1900s. She was the first battleship built in France, and the sixth ship of the French Navy to be named after Antoine-Augustin de La Rochefoucauld, Marquis de la Fayette. Suffren served throughout World War I, where she participated in several battles, notably the Battle of Jutland. After the war, Suffren served as a training ship before being decommissioned in 1927. She was sold for breaking up in 1936. 

The French battleship Suffren was one of the most advanced warships of its time when she was built in 1904. She was designed by naval architect Auguste Lamarre and was the first battleship built in France. Suffren served throughout World War I and fought in several significant battles, notably the Battle of Jutland in 1916. After the war, Suffren served as a training ship before being decommissioned in 1927. She was sold for breaking up in 1936.",,,,,,,
6124837,"the Pole Chudes) is a photographic term and genre used to describe a series of images depicting nude or semi-nude men, typically in outdoor situations. The term has been used in various ways, but typically refers to images of men engaged in athletic activity, such as running, wrestling, or boxing.

Pole Chudes may also be called nudism, naturism, or simply ""chudes"" (Russian for ""boys""). The images are often considered erotic and sensual, and have been subject to legal or moral debate.",,,,,,,
21378864,"â€“ 21 February 2018) was an English mathematician, physicist and designer of Formula One racing cars.

Newey was born in Salford, England, the son of Jacqueline and Francis Newey. He was educated at The King's School, Chester and then studied mathematics at the University of Cambridge, graduating in 1983 with a first-class honours degree in mathematics. He then undertook postgraduate studies at the University of Oxford, where he earned his DPhil in 1985.

Newey began his career as a research fellow at the University of Cambridge, before moving to the University of Oxford in 1986 as a lecturer in mechanical engineering. He became a professor at Oxford in 2002, and retired from his teaching post in 2016.

Newey's research focused on the design of Formula One racing cars. His innovations included the use of computational fluid dynamics to improve car performance and the introduction of active suspension to reduce lap times. He was also responsible for the development of the F1 driver helmet and cockpit protection system.

Newey was diagnosed with lung cancer in December 2017, and died from the disease on 21 February 2018 at the age of 60.",,,,,,,
10952738,"February 1942) is an Iranian-born British historian, archaeologist and author. He is the director of the Institute of Historical Research at the University of London, and a fellow of the Royal Historical Society. He was knighted in 2001.

Khalili was born in Tehran, Iran, to a Sephardi family of modest means. He attended primary school in Tehran, followed by a year at the Anglo-American School in Tehran. In 1961 he entered King's College London to study history, graduating with a first-class degree in 1964.

After graduation Khalili undertook postgraduate studies at Trinity College, Cambridge, where he received his doctorate in 1967 for a thesis on the Mamluk Sultanate. He then returned to King's College London as a research fellow, where he remained until his retirement in 2001. During his time at King's College London he also served as deputy head (1972â€“74) and then head (1974â€“2001) of the History Department.

Khalili's early career was spent primarily as a historian of Islamic civilization, with special emphasis on the medieval period. He has written extensively on Islamic art and architecture, as well as on medieval Iranian history",,,,,,,
3615907,"wing, because of its sideways orientation) is a wing design on an aircraft that allows the aircraft to achieve increased lift by using more of the wing surface than a conventional wing. The increased lift is achieved by creating a greater angle of attack between the wing and the ground, which causes the air flowing over the wing to break away from the aircraft more quickly. This allows more air to flow over the wing and create more lift. 

An oblique wing is typically found on larger aircraft, such as commercial jets and cargo planes, because it allows them to carry heavier payloads and fly at higher speeds. It is also used on aircraft that need to avoid obstacles in their path, such as fighter jets.",,,,,,,
3083389,"the American hard rock band Ratt. The album was released on September 18, 1980, by the independent record label L.A. Rock Records.

Ratt began as a cover band in 1975 in San Diego, California. The original lineup included vocalist Stephen Pearcy, guitarists David Ellefson and Randy Castillo, bassist Dez Fafara, and drummer Robbin Crosby. The band signed with L.A. Rock Records in 1978 and released their debut album ""Ratt"" in 1980. The album reached number 41 on the ""Billboard"" 200 chart and was certified gold by the Recording Industry Association of America (RIAA).

The band's follow-up album, ""Out of the Cellar"", was released in 1981 and reached number 16 on the Billboard 200 chart. Their third album, ""Infinite"", was released in 1983 and reached number 10 on the Billboard 200 chart. The band's fourth album, ""Evil Eye"", was released in 1985 and reached number 12 on the Billboard 200 chart. The band's fifth album, ""Juggernaut"", was released in 1987 and reached number 5 on the Billboard 200 chart. The band's sixth album,",,,,,,,
20812954,"in England from 1875 to 1965. It served the sons of the gentry and the aristocracy, and produced a number of notable alumni, including the poet Siegfried Sassoon, the composer Gustav Holst, and the historian A. J. P. Taylor.

The Elvian School was founded in 1875 by two friends, Frederick J. Furnivall and Charles C. Walcott, as an independent boarding school for boys in Rotherfield, Hampshire. Originally named after the mythical King Elvian of Colchester, it soon became known as the ""Elvian School"". It was one of England's most highly respected secondary schools for boys and its alumni included six Prime Ministers (four of whom were Conservative), fourteen Nobel Prize recipients, and many leading military officers and diplomats.

In 1965, after more than a century of operation, the Elvian School closed its doors due to financial difficulties. Today, the site is occupied by a housing estate.",,,,,,,
1487881,Phi Sigma Pi was founded at the University of Illinois at Urbana-Champaign in 1874. The purpose of Phi Sigma Pi is to provide a fellowship for college men that will enable them to develop their highest potential as individuals and members of society. Phi Sigma Pi is a member organization of the National Honor Society.,,,,,,,
1352792,"phoneme found in the Swedish language. It is pronounced like the 'sh' in ""she"".",,,,,,,
3139935,"was the co-emperor of the Byzantine Empire with his father John Doukas from 1059 to 1081.

Born in late 1034 or early 1035, Constantine was the eldest son of John Doukas and his second wife Eudokia Makrembolitissa. Constantine was named after his paternal grandfather, Constantine X Doukas.

Constantine first appears in contemporary records as a minor nobleman who served as governor of the theme of Moesia Inferior in 1049â€“1051 and again from 1057 to 1059. He was promoted to protospatharios and served as governor of the Anatolic theme in 1059. In October 1059, he was named co-emperor with his father by Alexios I Komnenos, on the death of Michael IV Komnenos.

In 1070, Constantine married Eudokia Makrembolitissa, a niece of Emperor Romanos IV Diogenes. Together, they had three daughters: Anna (born c. 1070), Maria (born c. 1074), and Porphyra (born c. 1080). 

In 1081, Constantine was overthrown by his younger brother",,,,,,,
4188503,"a medium-sized owl found in open woodland and scrub habitats in North America.

This owl is easily recognized by its large, round head, black facial mask, and brown body. It is the only species in its family, Tytonidae, and is the largest owl in North America. It typically weighs 2 to 3 pounds (1 to 1.5 kilograms). The greater sooty owl is a nocturnal hunter that feeds mainly on small animals such as rodents, birds, and insects.",,,,,,,
35171608,"Will Take You Home"", is a song by American rock band Train. The song was released as the lead single from the band's third studio album, Save Me, on June 10, 2004.

The song was written by lead singer and guitarist Pat Monahan, and produced by the band with David Kahne. The song reached number three on the ""Billboard"" Hot 100 chart and was certified platinum by the Recording Industry Association of America (RIAA). ""This Train"" won the Grammy Award for Best Rock Song at the 2006 ceremony.

""This Train"" has been covered by several artists, including Nickelback, who released a version as their third single from their fourth studio album, Dark Horse. The song reached number one on the ""Billboard"" Hot Country Singles & Tracks chart and number four on the ""Billboard"" Hot 100 chart.

The song has been used in several television shows and commercials, including an advertisement for GEICO insurance. It was also featured in the 2009 film Cars 2.",,,,,,,
16390724,"meaning the point of land where the sea meets the land) is a headland on the east coast of the North Island of New Zealand. It is located in Rodney District, Bay of Plenty.

The point is named after Achilles, one of the heroes in the Trojan War. The headland was first sighted by MÄori in about 1250 AD, and was later known to European mariners as Point Venus (after the Roman goddess of love). In 1814 a British sealing station was established on Venus Bay, about 2 km south-east of the point. In 1857 a beacon was erected to help ships find their way into the bay. In 1865 a lighthouse was erected on Venus Bay at Achilles Point. The lighthouse was automated in 1976 and decommissioned in 1995.

The headland is a popular tourist destination, with walks, views and beaches all within easy reach. The nearby town of Pukerua Bay is well known for its wine and seafood.",,,,,,,
22367064,"duo consisting of vocalist and guitarist Jamie Kennedy and drummer Darren Smith.

Masochistic Religion was formed in Toronto, Canada in 2003. The duo released two albums, ""The Painful Truth"" (2004) and ""The Wretched Creation"" (2006), before disbanding in 2007.",,,,,,,
24086178,"political newspaper published between 1919 and 1920. The paper was founded by supporters of Eugene V. Debs, the imprisoned president of the American Federation of Labor, and was intended as a vehicle for his activism.

The New York Communist was published twice a week, and had a circulation of about 2,000. Its editorial policy was sharply critical of both the Bolshevik regime in Russia and the American Federation of Labor. Although it never attained much popularity, the paper helped to publicize Debs's political ideas.

The paper was shut down in 1920 after Debs's release from prison, and subsequently disappeared from history.",,,,,,,
24191342,"January 9, 2009) was a Belgian artist who specialized in painting and sculpture.

Born in LiÃ¨ge, Marion Cuyjet grew up in the city of Ghent, where she studied at the Royal Academy of Fine Arts of Ghent from 1938 to 1944, under the tutelage of Paul Delvaux. In 1945, she moved to Paris, where she continued her studies at the Ã‰cole des Beaux-Arts under Fernand LÃ©ger and Maurice de Vlaminck. She also attended drawing classes with Jacques Lipchitz. 

In 1948, Marion Cuyjet exhibited her first work at the Galerie Lelong in Paris. Two years later, she participated in the first exhibition of the artists' collective known as ""Le RÃ©alisme Suisse"" at Lausanne. Among her contemporaries were Amedeo Modigliani and Yves Tanguy.

In 1952, Marion Cuyjet had her first solo exhibition at the Galerie Georges Pompidou in Paris. The following year, she was awarded the Grand Prix de Rome for her sculpture ""Le Jardin"". She spent the next few years living in Rome,",,,,,,,
4759354,"1957) is an English actress. She is known for her roles in such films as The Exorcist (1973), A Fish Called Wanda (1988), and My Beautiful Laundrette (1985).

Manville was born in Westminster, London, the daughter of Vera (nÃ©e Roffey), a secretary, and Reginald Manville, a civil servant. She has two sisters, Nicola and Joanne. She attended the Sylvia Young Theatre School in London, graduating in 1976. She began her acting career with small roles on television before being cast as the daughter of a priest in the horror film The Exorcist (1973). In 1988, she starred as Wanda Maximoff/Scarlett Witch in the Marvel comic book film The Avengers. 

In 1992, she starred as Iris Murdoch in My Beautiful Laundrette, for which she received a BAFTA nomination for Best Actress. In 1996, she starred as Ruth Rendell in A Matter of Life and Death. That same year she starred as Jacqueline Kennedy Onassis in the television film The Kennedys. Manville has since starred in many acclaimed films, including A Fish Called Wanda (1988), The Catcher in",,,,,,,
47047149,"dealbata.jpg
|location = North East Queensland, Australia
|synonyms =
|taxoncount = 16
|authority = Australian Plant Census

The Tumbledown red gum (Eucalyptus dealbata) is a medium-sized eucalyptus found in the North East Queensland region of Australia. It typically grows to a height of 8-12 m and has a rough, fibrous texture. The bark is red-brown in colour and covered in shallow fissures. The leaves are arranged in opposite pairs and are long and narrow, measuring up to 30 cm wide. The flowers are white and cone-shaped, and are produced in late winter or early spring. The fruit is a small, green pod which ripens in late summer or early autumn.",,,,,,,
8472197,"character created by the Italian author and journalist Giancarlo De Cataldo. 

Prigio is a small, wizened old man with a pot belly, a long white beard and piercing black eyes. He is also known as Il Principino, il Profeta della Saggezza, Il Mago di Borgo San Donnino, il Mago dei Ragazzi, il Maestro di via di Porta Schiavone and il Grande Mago di Rocca San Casciano.

Prigio is a mischievous old man who lives in the small Tuscan town of Borgo San Donnino with his cat, Pippo. He is known for his wisdom and magical powers. Prigio loves to play tricks on people, and he is always up for a good laugh.",,,,,,,
12800481,") is an American business executive, who has been the chairman and CEO of PepsiCo since January 2010. He was also president and chief operating officer of PepsiCo from 2002 to 2010.

Riccards was born in 1944 in Lynchburg, Virginia. He received a B.S. in marketing from the University of Virginia in 1966 and an M.B.A. from Harvard Business School in 1970.

Riccards began his career at Procter & Gamble, where he worked as a marketing analyst in its food division from 1970 to 1972. He then moved to NestlÃ©, where he served as vice president for marketing for the United States and Canada from 1978 to 1982.

Riccards joined PepsiCo in 1982 as president of Pepsi-Cola North America, a position he held until becoming president and chief operating officer of PepsiCo in 2002. During his tenure at PepsiCo, Riccards led the company through a period of significant growth and transformation, including the acquisition of Quaker Oats and Tropicana in 2001 and 2003, respectively; the development of Pepsi Max; and the establishment of PepsiCo's beverage operations outside the United States (including Mexico, Canada, Europe, Asia",,,,,,,
24763385,"welding, is a welding technique in which a weld is produced by the use of a torch heated on a flat heat resistive surface. 

The technique can be used to join metals, most notably steel and aluminium, where a welding arc is formed between the tip of the welding electrode and the workpiece. The heat from the welding arc melts the metal at the weld joint, creating a strong joint.",,,,,,,
2852204,"an American singer and songwriter. He is best known as the lead singer of the rock band Sly and the Family Stone.

Rick Sylvester was born in Baltimore, Maryland on April 3, 1942. He grew up in Richmond, Virginia and attended Manchester High School. Sylvester began his musical career as a lead singer with the garage rock band The Outsiders in the early 1960s. After signing to Epic Records, Sly and the Family Stone became one of the most popular funk and soul bands of the 1970s. They released several successful albums, including ""Stand!"" (1971), ""There's a Riot Goin' On"" (1971), ""Doo Wah Diddy"" (1972), ""Fresh"" (1973), and ""If You Want It You Got It"" (1974). In 1976, Sylvester left the Family Stone to pursue a solo career. He released two albums, ""Rick Sylvester"" (1976) and ""The Return of Rick Sylvester"" (1978). In 1980, he reunited with Sly and the Family Stone for a tour that was recorded and released as the album ""Family Stone Live!"" In 1991, he released his final album, ""Rick",,,,,,,
11025921,"road, typically less busy and with a lower speed limit, than a major highway. The term is most commonly used in the United States, where most backroads are state highways.

Backroads can be found all over the United States, and many offer unique scenery and attractions not found on more heavily trafficked highways. They can be a great way to explore an area without having to worry about getting stuck in traffic, or dealing with crowds.",,,,,,,
35717040,"in the family Carabidae. There are about nine described species in Winklerites.

These nine species belong to the genus Winklerites:

Winklerites bicolor
Winklerites elegans
Winklerites femoralis
Winklerites flavipes
Winklerites melanoleucus
Winklerites nigrolineatus
Winklerites pallipes",,,,,,,
52332604,"drama thriller film directed by Paolo Villarama and starring Kristine Hermosa and Enrique Gil.

The film tells the story of Sally (Hermosa), a woman who is forced to take on a dangerous job in order to save her loved ones from a ruthless crime lord.",,,,,,,
22479235,"January 2018) was a Hungarian composer, arranger and conductor.

Born in Budapest, RÃ³zsa-Flores began studying music at the Franz Liszt Academy of Music in 1980, graduating in 1984. He continued his education at the University of California, Los Angeles, where he studied with Peter Lieberson. RÃ³zsa-Flores then moved to Berlin, where he was appointed assistant conductor of the Berlin Philharmonic Orchestra. He made his conducting debut with the orchestra in 1997.

RÃ³zsa-Flores composed music for a number of films and television shows, including ""The Hunt"", ""The Bourne Ultimatum"", ""Pirates of the Caribbean: Dead Man's Chest"", ""Harry Potter and the Deathly Hallows â€“ Part 2"", ""The Simpsons"" and ""Game of Thrones"". He also arranged music for such artists as Celine Dion, Jennifer Hudson, David Foster and Barbra Streisand. In 2017, he was awarded an honorary doctorate from the University of Southern California.

RÃ³zsa-Flores died on 16 January 2018 at the age of 60 after a long battle with cancer.",,,,,,,
46596672,"30, 1975) was an American lyricist and author. He is best known for his collaborations with composer Richard Rodgers, most notably on the Broadway musicals Oklahoma (1943), Carousel (1945), and The King and I (1951).

Mathews was born in Bayonne, New Jersey, the son of Emma (nÃ©e Mathews) and Gabriel Mathews. He attended the University of Michigan where he was a member of the Chi Psi Fraternity. He served in World War II as a lieutenant in the United States Navy.

Mathews began his writing career in 1936 when he collaborated with lyricist Ira Gershwin on the musical comedy Girl Crazy. The following year, he wrote the lyrics for the Broadway musical Kiss Me, Kate. In 1942, he teamed up with composer Richard Rodgers to write Oklahoma, which won five Tony Awards including Best Musical. Carousel followed in 1945 and The King and I in 1951. All three of these Broadway successes were later adapted for films. Mathews also wrote the lyrics for several other Broadway musicals, including Brigadoon (1954), South Pacific (1958), and The Sound of Music (1965). He also wrote",,,,,,,
23469277,"French Navy, launched on 10 May 1932 and completed on 1 February 1934. She was the third ship of her name and the second destroyer of the French Navy.

Volta was one of the most successful destroyers of her time, participating in numerous battles during World War II. She was sunk by a British submarine in the Mediterranean Sea on 25 October 1942.",,,,,,,
56723763,"the subfamily Arecinae. The tribe contains only one genus, Chuniophoenicea, and two species, Chuniophoenicea guianensis and Chuniophoenicea sempervirens.

The tribe contains only one genus, Chuniophoenicea, and two species, Chuniophoenicea guianensis and Chuniophoenicea sempervirens. The genus is endemic to the lower Amazon Basin, with the exception of a single population in eastern Brazil. The species is distributed throughout the Amazon Basin, from southern Colombia to northern Peru.",,,,,,,
2691067,"moves the fluid 
mixture, usually oil or gas, through the engine. The process of injection
pump operation is called injection.",,,,,,,
49103233,"in Santo Domingo, Dominican Republic) is a former professional baseball player who played for the Detroit Tigers, Seattle Mariners, Boston Red Sox, and Chicago White Sox in a twelve-year career. He is currently a scout with the Texas Rangers.

Ponce was signed as an amateur free agent by the Detroit Tigers in 1989. He made his major league debut with the Tigers in 1993. Ponce was traded to the Seattle Mariners in 1997 and played with them for four seasons. In 2001, he was traded to the Boston Red Sox and played with them for four seasons. Ponce was traded to the Chicago White Sox in 2006 and played with them for two seasons. Ponce retired after the 2008 season.",,,,,,,
28174211,"for Investigative Reporting, is a watchdog organization that investigates alleged violations of the stateâ€™s public trust.

Our work is inspired by the belief that democracy and accountability require transparency and public scrutiny of government actions. We pursue investigations that hold public officials accountable for their actions and help to ensure that government serves the people rather than the powerful.

We are a nonprofit news organization, funded by contributions from our readers and other supporters. We do not accept government advertising or contracts.

We have a staff of reporters and analysts who cover a wide range of issues, including environmental justice, public health, financial accountability, and education reform. Our work has led to major investigations of corruption in state government, fraud in the California budget system, and misuse of state funds by private businesses.",,,,,,,
37486302,"is an American sociologist and demographer who specializes in the study of family, marriage, and childbearing. Steele is a Distinguished Professor Emeritus at the University of Minnesota, where he has served as chair of the Department of Sociology since 1970. Steele has written over 200 articles and chapters in scholarly journals and books, as well as two textbooks on sociology.

Steele was born in Omaha, Nebraska, to parents who were both schoolteachers. He attended public schools in Nebraska and then went on to college at the University of California, Berkeley. After graduating with a degree in sociology in 1951, Steele worked as a research assistant for sociologist Erving Goffman at the University of Pennsylvania for two years. He then moved to the University of Minnesota, where he became a professor in 1967. Steele has been a member of the American Academy of Arts and Sciences since 1966 and the American Sociological Association since 1968.

Steele's research focuses on family life, marriage, childbearing, and social stratification. He has written extensively on topics such as social mobility, divorce, parenting styles, and child development. His work has had a significant impact on the field of sociology and has been cited by",,,,,,,
43172156,"interpreter, and writer.

Natalia Gvishiani was born on October 2, 1962 in Moscow, USSR. She began her studies at the Moscow State Linguistic University in 1981, majoring in Russian philology. In 1988 she earned her doctorate in Russian linguistics.

In 1991 Gvishiani emigrated to the United States and began working at the University of California, Berkeley as a linguistics lecturer. In 1995 she joined the faculty of the University of Pennsylvania, where she is currently a professor of Russian and East European studies.

Gvishiani's research focuses on Russian language and literature, with a particular focus on 19th century Russian literature. She has written extensively on Leo Tolstoy, Anton Chekhov, and Nikolai Gogol, among others. She has also published essays on Russian language education, contemporary Russian culture, and Slavic linguistics.

Gvishiani is the recipient of numerous awards and honors, including the Alexander Pushkin Prize (1998), the Ford Foundation Award for Distinguished Contributions to Scholarship (2002), and the Distinguished Faculty Award from the University of Pennsylvania (2008). She was also named a Fulbright Scholar",,,,,,,
32581083,"February 25, 1993) was an American author and professor who wrote extensively on Chicano literature, history, and culture.

Chavez was born in San Antonio, Texas, to parents of Mexican descent. He received his undergraduate degree from the University of Texas at Austin in 1951 and his doctorate from the University of California, Los Angeles in 1964.

Chavez began his career as a professor at UCLA before serving as the chancellor of the California State University system from 1978 to 1982. He later became a professor emeritus at UCLA. Chavez died of cancer in 1993.

Chavez's work has been influential in the field of Chicano studies and he has been described as ""the father of Chicano studies"". His books include: ""The Chicano Experience"" (1970), ""Mesoamerican Voices"" (1972), ""The Mexican Border Trilogy"" (1975), ""The New Mexican Literary Tradition"" (1980), ""AngloAmericans"" (1983), and ""A History of the American People: The Hispanic Experience"" (1984).",,,,,,,
2526902,"all of which are radioactive. The most stable isotope, 76Os, makes up about 99.3% of all osmium. The other six isotopes are all radioactive and have half-lives of less than one day.",,,,,,,
17598187,"Carolina Tar Heels and the Texas Tech Red Raiders. The Tar Heels would prevail, 31-24.

The 2001 Peach Bowl was a college football bowl game played on December 26, 2001 at Atlantaâ€“Fulton County Stadium in Atlanta, Georgia. It was the 37th edition of the Peach Bowl, and featured the North Carolina Tar Heels of the Atlantic Coast Conference (ACC) against the Texas Tech Red Raiders of the Big 12 Conference.

The Tar Heels entered the game as 10-point underdogs, but upset Texas Tech 31-24 to earn their fourth bowl win in six years. North Carolina quarterback T. J. Yates threw for a career-high 422 yards and four touchdowns, while running back Lorenzo White rushed for 131 yards and two scores.",,,,,,,
33378233,"the surname include:

1. William Burrell (1720-1792), an English physician and botanist
2. George Burrell (1863-1927), an English cricketer
3. John Burrell (1586-1638), an English poet",,,,,,,
